深度        孔隙度     含水合物饱和度
1700	-9999	-9999
1700.1	-9999	-9999
1700.2	-9999	-9999
1700.3	-9999	-9999
1700.4	-9999	-9999
1700.5	-9999	-9999
1700.6	-9999	-9999
1700.7	-9999	-9999
1700.8	-9999	-9999
1700.9	-9999	-9999
1701	-9999	-9999
1701.1	-9999	-9999
1701.2	-9999	-9999
1701.3	-9999	-9999
1701.4	-9999	-9999
1701.5	-9999	-9999
1701.6	-9999	-9999
1701.7	-9999	-9999
1701.8	-9999	-9999
1701.9	-9999	-9999
1702	-9999	-9999
1702.1	-9999	-9999
1702.2	-9999	-9999
1702.3	-9999	-9999
1702.4	-9999	-9999
1702.5	-9999	-9999
1702.6	-9999	-9999
1702.7	-9999	-9999
1702.8	-9999	-9999
1702.9	-9999	-9999
1703	-9999	-9999
1703.1	-9999	-9999
1703.2	-9999	-9999
1703.3	-9999	-9999
1703.4	-9999	-9999
1703.5	-9999	-9999
1703.6	-9999	-9999
1703.7	-9999	-9999
1703.8	-9999	-9999
1703.9	-9999	-9999
1704	-9999	-9999
1704.1	-9999	-9999
1704.2	-9999	-9999
1704.3	-9999	-9999
1704.4	-9999	-9999
1704.5	-9999	-9999
1704.6	-9999	-9999
1704.7	-9999	-9999
1704.8	-9999	-9999
1704.9	-9999	-9999
1705	-9999	-9999
1705.1	-9999	-9999
1705.2	-9999	-9999
1705.3	-9999	-9999
1705.4	-9999	-9999
1705.5	-9999	0
1705.6	0.9261	0
1705.7	0.92	0
1705.8	0.9162	0
1705.9	0.9152	0
1706	0.9131	0
1706.1	0.9078	0
1706.2	0.8847	0
1706.3	0.8628	0
1706.4	0.8533	0
1706.5	0.849	0
1706.6	0.846	0
1706.7	0.8426	0
1706.8	0.8586	0
1706.9	0.8772	0
1707	0.8762	0
1707.1	0.8723	0
1707.2	0.8675	0
1707.3	0.8661	0
1707.4	0.8652	0
1707.5	0.8648	0
1707.6	0.8665	0
1707.7	0.8671	0
1707.8	0.8668	0
1707.9	0.8648	0
1708	0.8552	0
1708.1	0.8388	0
1708.2	0.8141	0
1708.3	0.7929	0
1708.4	0.7754	0
1708.5	0.7518	0
1708.6	0.734	0
1708.7	0.724	0
1708.8	0.7186	0
1708.9	0.7167	0
1709	0.7197	0
1709.1	0.7215	0
1709.2	0.723	0
1709.3	0.7246	0
1709.4	0.7252	0
1709.5	0.7243	0
1709.6	0.7203	0
1709.7	0.7184	0
1709.8	0.7172	0
1709.9	0.7163	0
1710	0.7189	0
1710.1	0.7224	0
1710.2	0.7244	0
1710.3	0.7302	0
1710.4	0.7386	0
1710.5	0.7503	0
1710.6	0.7582	0
1710.7	0.7639	0
1710.8	0.7712	0
1710.9	0.7758	0
1711	0.7786	0
1711.1	0.7822	0
1711.2	0.7779	0
1711.3	0.7667	0
1711.4	0.7558	0
1711.5	0.7436	0
1711.6	0.7298	0
1711.7	0.7181	0
1711.8	0.706	0
1711.9	0.6933	0
1712	0.683	0
1712.1	0.6747	0
1712.2	0.6694	0
1712.3	0.665	0
1712.4	0.6646	0
1712.5	0.6716	0
1712.6	0.6733	0
1712.7	0.6752	0
1712.8	0.6804	0
1712.9	0.6839	0
1713	0.6869	0
1713.1	0.6899	0
1713.2	0.6907	0
1713.3	0.6892	0
1713.4	0.6824	0
1713.5	0.6744	0
1713.6	0.6675	0
1713.7	0.6695	0
1713.8	0.6661	0
1713.9	0.6597	0
1714	0.6569	0
1714.1	0.6533	0
1714.2	0.6493	0
1714.3	0.6523	0
1714.4	0.6527	0
1714.5	0.6507	0
1714.6	0.6554	0
1714.7	0.6541	0
1714.8	0.6463	0
1714.9	0.6387	0
1715	0.6316	0
1715.1	0.625	0
1715.2	0.619	0
1715.3	0.6111	0
1715.4	0.6001	0
1715.5	0.5934	0
1715.6	0.5872	0
1715.7	0.5806	0
1715.8	0.5831	0
1715.9	0.5864	0
1716	0.5865	0
1716.1	0.588	0
1716.2	0.5902	0
1716.3	0.5928	0
1716.4	0.5892	0
1716.5	0.5822	0
1716.6	0.5717	0
1716.7	0.5591	0
1716.8	0.5461	0
1716.9	0.5381	0
1717	0.5337	0
1717.1	0.5322	0
1717.2	0.5386	0
1717.3	0.5493	0
1717.4	0.5628	0
1717.5	0.5699	0
1717.6	0.5698	0
1717.7	0.5629	0
1717.8	0.5616	0
1717.9	0.5637	0
1718	0.5698	0
1718.1	0.5618	0
1718.2	0.5523	0
1718.3	0.5416	0
1718.4	0.5361	0
1718.5	0.5316	0
1718.6	0.5278	0
1718.7	0.526	0
1718.8	0.5265	0
1718.9	0.5309	0
1719	0.5312	0
1719.1	0.5292	0
1719.2	0.5242	0
1719.3	0.5245	0
1719.4	0.5261	0
1719.5	0.5259	0
1719.6	0.5213	0
1719.7	0.5157	0
1719.8	0.5139	0
1719.9	0.5117	0
1720	0.51	0
1720.1	0.5131	0
1720.2	0.5145	0
1720.3	0.5142	0
1720.4	0.5091	0
1720.5	0.5033	0
1720.6	0.4971	0
1720.7	0.4943	0
1720.8	0.4927	0
1720.9	0.4922	0
1721	0.4916	0
1721.1	0.4943	0
1721.2	0.5007	0
1721.3	0.5035	0
1721.4	0.5074	0
1721.5	0.513	0
1721.6	0.519	0
1721.7	0.525	0
1721.8	0.5313	0
1721.9	0.5378	0
1722	0.5413	0
1722.1	0.5387	0
1722.2	0.5324	0
1722.3	0.5272	0
1722.4	0.5273	0
1722.5	0.5232	0
1722.6	0.5192	0
1722.7	0.5199	0
1722.8	0.5189	0
1722.9	0.5171	0
1723	0.5146	0
1723.1	0.5127	0
1723.2	0.5113	0
1723.3	0.5109	0
1723.4	0.5114	0
1723.5	0.5122	0
1723.6	0.5121	0
1723.7	0.5122	0
1723.8	0.5124	0
1723.9	0.5082	0
1724	0.5053	0
1724.1	0.5036	0
1724.2	0.5035	0
1724.3	0.503	0
1724.4	0.5021	0
1724.5	0.4942	0
1724.6	0.487	0
1724.7	0.4814	0
1724.8	0.4776	0
1724.9	0.4756	0
1725	0.4763	0
1725.1	0.4803	0
1725.2	0.4834	0
1725.3	0.4836	0
1725.4	0.4821	0
1725.5	0.4805	0
1725.6	0.4795	0
1725.7	0.4791	0
1725.8	0.478	0
1725.9	0.4738	0
1726	0.4682	0
1726.1	0.4631	0
1726.2	0.4623	0
1726.3	0.4694	0
1726.4	0.4798	0.0009
1726.5	0.4832	0.0051
1726.6	0.4797	0.0062
1726.7	0.4716	0.0052
1726.8	0.4634	0.0014
1726.9	0.4566	0.0057
1727	0.4512	0.0134
1727.1	0.4495	0.012
1727.2	0.4443	0.0069
1727.3	0.4359	0
1727.4	0.4302	0
1727.5	0.4264	0
1727.6	0.4248	0
1727.7	0.4237	0
1727.8	0.4236	0
1727.9	0.4251	0
1728	0.4289	0
1728.1	0.436	0
1728.2	0.4485	0
1728.3	0.4502	0
1728.4	0.4492	0
1728.5	0.4471	0
1728.6	0.4413	0.0046
1728.7	0.436	0.0062
1728.8	0.435	0.0009
1728.9	0.4336	0
1729	0.434	0
1729.1	0.4412	0
1729.2	0.4439	0
1729.3	0.4429	0
1729.4	0.4331	0
1729.5	0.4303	0
1729.6	0.4307	0
1729.7	0.4267	0
1729.8	0.4275	0
1729.9	0.4314	0.0032
1730	0.4353	0.0231
1730.1	0.4385	0.0333
1730.2	0.441	0.0352
1730.3	0.4413	0.0157
1730.4	0.4408	0.0085
1730.5	0.4396	0.0096
1730.6	0.4399	0.003
1730.7	0.4429	0
1730.8	0.4489	0
1730.9	0.4522	0
1731	0.455	0
1731.1	0.4571	0
